"a-1_number_of_villages,_towns,_households,_population_and_area",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,source_dataset
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.,census
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,,census
28,538,04602,SUB-DISTRICT,Pebbair,Total,27,2,0,15414,68690,35061,33629,260.18151916915076,264.00799034209206,census
28,538,04602,SUB-DISTRICT,Pebbair,Rural,27,2,0,15414,68690,35061,33629,260.18151916915076,264.00799034209206,census
28,538,04602,SUB-DISTRICT,Pebbair,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04603,SUB-DISTRICT,Gadwal,Total,18,0,1,24697,114390,58025,56365,239.17453599641428,478.26997771081676,census
28,538,04603,SUB-DISTRICT,Gadwal,Rural,18,0,0,11519,51213,26090,25123,233.0345359964143,219.76570889384402,census
28,538,04603,SUB-DISTRICT,Gadwal,Urban,0,0,1,13178,63177,31935,31242,6.14,10289.41368078176,census
28,538,04604,SUB-DISTRICT,Maldakal,Total,19,0,0,11474,52579,26593,25986,231.90603792007758,226.72544652813414,census
28,538,04604,SUB-DISTRICT,Maldakal,Rural,19,0,0,11474,52579,26593,25986,231.90603792007758,226.72544652813414,census
28,538,04604,SUB-DISTRICT,Maldakal,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04605,SUB-DISTRICT,Ghattu,Total,22,2,0,14595,72977,36480,36497,370.63197796576566,196.89882238585656,census
28,538,04605,SUB-DISTRICT,Ghattu,Rural,22,2,0,14595,72977,36480,36497,370.63197796576566,196.89882238585656,census
28,538,04605,SUB-DISTRICT,Ghattu,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04606,SUB-DISTRICT,Ieej,Total,18,1,0,17381,85303,43192,42111,299.4928327087746,284.82484615232255,census
28,538,04606,SUB-DISTRICT,Ieej,Rural,18,1,0,17381,85303,43192,42111,299.4928327087746,284.82484615232255,census
28,538,04606,SUB-DISTRICT,Ieej,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04607,SUB-DISTRICT,Itikyal,Total,21,0,0,11734,52926,27308,25618,277.09357384817645,191.0040686436089,census
28,538,04607,SUB-DISTRICT,Itikyal,Rural,21,0,0,11734,52926,27308,25618,277.09357384817645,191.0040686436089,census
28,538,04607,SUB-DISTRICT,Itikyal,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04608,SUB-DISTRICT,Veepangandla,Total,25,1,0,12077,51336,26338,24998,305.83997187402633,167.8524873169456,census
28,538,04608,SUB-DISTRICT,Veepangandla,Rural,25,1,0,12077,51336,26338,24998,305.83997187402633,167.8524873169456,census
28,538,04608,SUB-DISTRICT,Veepangandla,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04609,SUB-DISTRICT,Kollapur,Total,24,3,0,16015,67687,34863,32824,657.1234127070084,103.00500437378207,census
28,538,04609,SUB-DISTRICT,Kollapur,Rural,24,3,0,16015,67687,34863,32824,657.1234127070084,103.00500437378207,census
28,538,04609,SUB-DISTRICT,Kollapur,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04610,SUB-DISTRICT,Waddepalle,Total,20,0,0,15821,69445,35293,34152,305.43047902465526,227.36761642702396,census
28,538,04610,SUB-DISTRICT,Waddepalle,Rural,20,0,0,15821,69445,35293,34152,305.43047902465526,227.36761642702396,census
28,538,04610,SUB-DISTRICT,Waddepalle,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04611,SUB-DISTRICT,Manopad,Total,25,5,0,12092,51543,26132,25411,311.5421598015186,165.4447026779223,census
28,538,04611,SUB-DISTRICT,Manopad,Rural,25,5,0,12092,51543,26132,25411,311.5421598015186,165.4447026779223,census
28,538,04611,SUB-DISTRICT,Manopad,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04612,SUB-DISTRICT,Alampur,Total,21,5,0,10364,44882,23181,21701,319.522159801519,140.46600094303264,census
28,538,04612,SUB-DISTRICT,Alampur,Rural,21,5,0,10364,44882,23181,21701,319.522159801519,140.46600094303264,census
28,538,04612,SUB-DISTRICT,Alampur,Urban,0,0,0,0,0,0,0,0,0,census
28,539,00000,DISTRICT,Nalgonda,Total,1107,28,17,875939,3488809,1759772,1729037,14240,245.0006320224719,census
28,539,00000,DISTRICT,Nalgonda,Rural,1107,28,0,716294,2826302,1427716,1398586,13860.67,203.90803619161267,census
28,539,00000,DISTRICT,Nalgonda,Urban,0,0,17,159645,662507,332056,330451,379.33,1746.5188622044132,census
28,539,04613,SUB-DISTRICT,Bommalaramaram,Total,23,1,0,8951,37248,18777,18471,186.78518535618008,199.41624347226417,census
28,539,04613,SUB-DISTRICT,Bommalaramaram,Rural,23,1,0,8951,37248,18777,18471,186.78518535618008,199.41624347226417,census
28,539,04613,SUB-DISTRICT,Bommalaramaram,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04614,SUB-DISTRICT,M.Turkapalle,Total,21,1,0,8008,33797,17014,16783,225.5125762593753,149.86747329394206,census
28,539,04614,SUB-DISTRICT,M.Turkapalle,Rural,21,1,0,8008,33797,17014,16783,225.5125762593753,149.86747329394206,census
28,539,04614,SUB-DISTRICT,M.Turkapalle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04615,SUB-DISTRICT,Rajapet,Total,18,0,1,9077,38454,19613,18841,195.42437255766208,196.77177158981914,census
28,539,04615,SUB-DISTRICT,Rajapet,Rural,18,0,0,8121,34446,17565,16881,186.01437255766209,185.17923925110776,census
28,539,04615,SUB-DISTRICT,Rajapet,Urban,0,0,1,956,4008,2048,1960,9.41,425.9298618490967,census
28,539,04616,SUB-DISTRICT,Yadagirigutta,Total,15,0,1,13513,54491,27247,27244,224.39287185395136,242.83748209018904,census
28,539,04616,SUB-DISTRICT,Yadagirigutta,Rural,15,0,0,9864,39259,19566,19693,211.65287185395135,185.48767921793296,census
28,539,04616,SUB-DISTRICT,Yadagirigutta,Urban,0,0,1,3649,15232,7681,7551,12.74,1195.6043956043957,census
28,539,04617,SUB-DISTRICT,Alair,Total,14,0,0,12361,47365,23599,23766,188.32606297832314,251.5052842444428,census
28,539,04617,SUB-DISTRICT,Alair,Rural,14,0,0,12361,47365,23599,23766,188.32606297832314,251.5052842444428,census
28,539,04617,SUB-DISTRICT,Alair,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04618,SUB-DISTRICT,Gundala,Total,20,0,0,9122,36190,18204,17986,196.0407236065193,184.604501219034,census
28,539,04618,SUB-DISTRICT,Gundala,Rural,20,0,0,9122,36190,18204,17986,196.0407236065193,184.604501219034,census
28,539,04618,SUB-DISTRICT,Gundala,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04619,SUB-DISTRICT,Thirumalgiri,Total,16,0,0,11890,47657,24106,23551,161.50451983555317,295.0815249537612,census
28,539,04619,SUB-DISTRICT,Thirumalgiri,Rural,16,0,0,11890,47657,24106,23551,161.50451983555317,295.0815249537612,census
28,539,04619,SUB-DISTRICT,Thirumalgiri,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04620,SUB-DISTRICT,Thungathurthi,Total,20,0,0,14140,57905,28679,29226,209.4463589191638,276.46696891182785,census
28,539,04620,SUB-DISTRICT,Thungathurthi,Rural,20,0,0,14140,57905,28679,29226,209.4463589191638,276.46696891182785,census
28,539,04620,SUB-DISTRICT,Thungathurthi,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04621,SUB-DISTRICT,Nuthankal,Total,21,1,0,14559,56991,28833,28158,227.3719019234279,250.65102379797514,census
28,539,04621,SUB-DISTRICT,Nuthankal,Rural,21,1,0,14559,56991,28833,28158,227.3719019234279,250.65102379797514,census
28,539,04621,SUB-DISTRICT,Nuthankal,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04622,SUB-DISTRICT,Atmakur (S),Total,19,1,0,13067,50970,25693,25277,203.19039577326305,250.8484704999375,census
28,539,04622,SUB-DISTRICT,Atmakur (S),Rural,19,1,0,13067,50970,25693,25277,203.19039577326305,250.8484704999375,census
28,539,04622,SUB-DISTRICT,Atmakur (S),Urban,0,0,0,0,0,0,0,0,0,census
28,539,04623,SUB-DISTRICT,Jaji Reddi Gudem,Total,14,1,0,10263,40785,20463,20322,201.8241509482962,202.08186090894742,census
28,539,04623,SUB-DISTRICT,Jaji Reddi Gudem,Rural,14,1,0,10263,40785,20463,20322,201.8241509482962,202.08186090894742,census
28,539,04623,SUB-DISTRICT,Jaji Reddi Gudem,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04624,SUB-DISTRICT,Sali Gouraram,Total,19,1,0,12129,47075,23616,23459,190.24702374726144,247.44145307911884,census
28,539,04624,SUB-DISTRICT,Sali Gouraram,Rural,19,1,0,12129,47075,23616,23459,190.24702374726144,247.44145307911884,census
28,539,04624,SUB-DISTRICT,Sali Gouraram,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04625,SUB-DISTRICT,Mothkur,Total,23,0,0,14324,55694,27911,27783,274.7179349931433,202.73157630349135,census
28,539,04625,SUB-DISTRICT,Mothkur,Rural,23,0,0,14324,55694,27911,27783,274.7179349931433,202.73157630349135,census
28,539,04625,SUB-DISTRICT,Mothkur,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04626,SUB-DISTRICT,Atmakur (M),Total,20,1,0,9781,39194,19898,19296,225.55366632929912,173.76795792260972,census
28,539,04626,SUB-DISTRICT,Atmakur (M),Rural,20,1,0,9781,39194,19898,19296,225.55366632929912,173.76795792260972,census
28,539,04626,SUB-DISTRICT,Atmakur (M),Urban,0,0,0,0,0,0,0,0,0,census
28,539,04627,SUB-DISTRICT,Valigonda,Total,27,1,0,13885,56098,28596,27502,293.15710387145504,191.35814639715545,census
28,539,04627,SUB-DISTRICT,Valigonda,Rural,27,1,0,13885,56098,28596,27502,293.15710387145504,191.35814639715545,census
28,539,04627,SUB-DISTRICT,Valigonda,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04628,SUB-DISTRICT,Bhongir,Total,26,0,1,24435,103538,52720,50818,257.9531864642269,401.3829075701637,census
28,539,04628,SUB-DISTRICT,Bhongir,Rural,26,0,0,12239,50199,25647,24552,248.32318646422692,202.15188406190816,census
28,539,04628,SUB-DISTRICT,Bhongir,Urban,0,0,1,12196,53339,27073,26266,9.63,5538.83696780893,census
28,539,04629,SUB-DISTRICT,Bibinagar,Total,24,0,1,11593,48498,24626,23872,199.88264514439598,242.6323704339857,census
28,539,04629,SUB-DISTRICT,Bibinagar,Rural,24,0,0,9639,40178,20380,19798,188.76264514439598,212.84931650150068,census
28,539,04629,SUB-DISTRICT,Bibinagar,Urban,0,0,1,1954,8320,4246,4074,11.12,748.2014388489209,census
28,539,04630,SUB-DISTRICT,Pochampalle,Total,22,0,1,11997,51061,26424,24637,184.26841857334642,277.10120049505724,census
28,539,04630,SUB-DISTRICT,Pochampalle,Rural,22,0,0,8969,38089,19850,18239,155.8484185733464,244.3977317747007,census
28,539,04630,SUB-DISTRICT,Pochampalle,Urban,0,0,1,3028,12972,6574,6398,28.42,456.43912737508793,census
28,539,04631,SUB-DISTRICT,Choutuppal,Total,16,0,1,17812,73336,37303,36033,276.9676163214721,264.78185779986643,census
28,539,04631,SUB-DISTRICT,Choutuppal,Rural,16,0,0,13247,54244,27715,26529,264.1776163214721,205.33155214025263,census
28,539,04631,SUB-DISTRICT,Choutuppal,Urban,0,0,1,4565,19092,9588,9504,12.79,1492.728694292416,census
28,539,04632,SUB-DISTRICT,Ramannapeta,Total,20,0,1,12788,51534,25683,25851,247.57794380846371,208.15262945987135,census
28,539,04632,SUB-DISTRICT,Ramannapeta,Rural,20,0,0,10361,41332,20497,20835,238.5579438084637,173.25769722925318,census
28,539,04632,SUB-DISTRICT,Ramannapeta,Urban,0,0,1,2427,10202,5186,5016,9.02,1131.0421286031042,census
28,539,04633,SUB-DISTRICT,Chityala,Total,15,0,1,13937,55600,28486,27114,222.54381870737967,249.83843776450968,census
28,539,04633,SUB-DISTRICT,Chityala,Rural,15,0,0,10538,41848,21434,20414,205.11381870737966,204.0233089302548,census
28,539,04633,SUB-DISTRICT,Chityala,Urban,0,0,1,3399,13752,7052,6700,17.43,788.9845094664372,census
28,539,04634,SUB-DISTRICT,Narketpalle,Total,19,0,0,12770,50864,25916,24948,202.92331031875824,250.65626970159934,census
28,539,04634,SUB-DISTRICT,Narketpalle,Rural,19,0,0,12770,50864,25916,24948,202.92331031875824,250.65626970159934,census
28,539,04634,SUB-DISTRICT,Narketpalle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04635,SUB-DISTRICT,Kattangoor,Total,18,0,0,11451,46831,23577,23254,174.26298654689757,268.73750374636705,census
28,539,04635,SUB-DISTRICT,Kattangoor,Rural,18,0,0,11451,46831,23577,23254,174.26298654689757,268.73750374636705,census
28,539,04635,SUB-DISTRICT,Kattangoor,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04636,SUB-DISTRICT,Nakrekal,Total,15,0,1,15588,60758,30326,30432,136.43957718202626,445.31067344881734,census
28,539,04636,SUB-DISTRICT,Nakrekal,Rural,15,0,0,8411,31632,15981,15651,118.17957718202625,267.6604600749144,census
28,539,04636,SUB-DISTRICT,Nakrekal,Urban,0,0,1,7177,29126,14345,14781,18.26,1595.0711938663744,census
28,539,04637,SUB-DISTRICT,Kethe Palle,Total,13,0,0,9829,37533,18836,18697,148.32487990748962,253.04588160401258,census
28,539,04637,SUB-DISTRICT,Kethe Palle,Rural,13,0,0,9829,37533,18836,18697,148.32487990748962,253.04588160401258,census
28,539,04637,SUB-DISTRICT,Kethe Palle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04638,SUB-DISTRICT,Suryapet,Total,15,3,1,38012,155422,77072,78350,201.32079759172947,772.0116443964702,census
28,539,04638,SUB-DISTRICT,Suryapet,Rural,15,3,0,12564,48617,24299,24318,177.32079759172947,274.1753965710087,census
28,539,04638,SUB-DISTRICT,Suryapet,Urban,0,0,1,25448,106805,52773,54032,24,4450.208333333333,census
28,539,04639,SUB-DISTRICT,Chivvemla,Total,15,0,0,12010,47835,23948,23887,151.5915404664329,315.5519091158795,census
28,539,04639,SUB-DISTRICT,Chivvemla,Rural,15,0,0,12010,47835,23948,23887,151.5915404664329,315.5519091158795,census
28,539,04639,SUB-DISTRICT,Chivvemla,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04640,SUB-DISTRICT,Mothey,Total,15,2,0,11676,44132,22212,21920,208.97382311503995,211.18434520722417,census
28,539,04640,SUB-DISTRICT,Mothey,Rural,15,2,0,11676,44132,22212,21920,208.97382311503995,211.18434520722417,census
28,539,04640,SUB-DISTRICT,Mothey,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04641,SUB-DISTRICT,Nadigudem,Total,16,0,0,10591,39335,19558,19777,176.0812221410264,223.3912254907905,census
28,539,04641,SUB-DISTRICT,Nadigudem,Rural,16,0,0,10591,39335,19558,19777,176.0812221410264,223.3912254907905,census
28,539,04641,SUB-DISTRICT,Nadigudem,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04642,SUB-DISTRICT,Munagala,Total,11,0,0,11988,43824,22326,21498,139.23370193684565,314.75138124157553,census
28,539,04642,SUB-DISTRICT,Munagala,Rural,11,0,0,11988,43824,22326,21498,139.23370193684565,314.75138124157553,census
28,539,04642,SUB-DISTRICT,Munagala,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04643,SUB-DISTRICT,Penpahad,Total,16,1,0,10313,39624,19999,19625,168.19192871565397,235.58799939198337,census
28,539,04643,SUB-DISTRICT,Penpahad,Rural,16,1,0,10313,39624,19999,19625,168.19192871565397,235.58799939198337,census
28,539,04643,SUB-DISTRICT,Penpahad,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04644,SUB-DISTRICT,Vemulapalle,Total,23,0,0,12068,44539,22328,22211,211.19268689092593,210.89271913569112,census
28,539,04644,SUB-DISTRICT,Vemulapalle,Rural,23,0,0,12068,44539,22328,22211,211.19268689092593,210.89271913569112,census
28,539,04644,SUB-DISTRICT,Vemulapalle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04645,SUB-DISTRICT,Thipparthi,Total,19,0,0,12248,47788,24123,23665,247.9374819202971,192.74213656554804,census
28,539,04645,SUB-DISTRICT,Thipparthi,Rural,19,0,0,12248,47788,24123,23665,247.9374819202971,192.74213656554804,census
28,539,04645,SUB-DISTRICT,Thipparthi,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04646,SUB-DISTRICT,Nalgonda,Total,23,1,1,48501,200067,100219,99848,293.8659075776408,680.8105154121743,census
28,539,04646,SUB-DISTRICT,Nalgonda,Rural,23,1,0,11675,45741,22899,22842,170.3259075776408,268.54986801787373,census
28,539,04646,SUB-DISTRICT,Nalgonda,Urban,0,0,1,36826,154326,77320,77006,123.54,1249.1986401165614,census
28,539,04647,SUB-DISTRICT,Munugode,Total,21,1,0,11269,45477,23396,22081,250.82405933244507,181.31035802958704,census
28,539,04647,SUB-DISTRICT,Munugode,Rural,21,1,0,11269,45477,23396,22081,250.82405933244507,181.31035802958704,census
28,539,04647,SUB-DISTRICT,Munugode,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04648,SUB-DISTRICT,Narayanapur,Total,14,0,0,10873,44335,22877,21458,289.4795426132736,153.15417317495474,census
28,539,04648,SUB-DISTRICT,Narayanapur,Rural,14,0,0,10873,44335,22877,21458,289.4795426132736,153.15417317495474,census
28,539,04648,SUB-DISTRICT,Narayanapur,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04649,SUB-DISTRICT,Marriguda,Total,17,0,0,9031,36968,18784,18184,263.7468863234848,140.16468787676553,census
28,539,04649,SUB-DISTRICT,Marriguda,Rural,17,0,0,9031,36968,18784,18184,263.7468863234848,140.16468787676553,census
28,539,04649,SUB-DISTRICT,Marriguda,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04650,SUB-DISTRICT,Chintha Palle,Total,22,0,0,10907,45058,22757,22301,339.33206994834165,132.78438435500487,census
28,539,04650,SUB-DISTRICT,Chintha Palle,Rural,22,0,0,10907,45058,22757,22301,339.33206994834165,132.78438435500487,census
28,539,04650,SUB-DISTRICT,Chintha Palle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04651,SUB-DISTRICT,Gundla Palle,Total,19,3,0,10372,46380,23168,23212,331.3605963831216,139.96836228039345,census
28,539,04651,SUB-DISTRICT,Gundla Palle,Rural,19,3,0,10372,46380,23168,23212,331.3605963831216,139.96836228039345,census
28,539,04651,SUB-DISTRICT,Gundla Palle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04652,SUB-DISTRICT,Chandam Pet,Total,23,0,0,12009,51408,26787,24621,682.8758720638743,75.28161720610834,census
28,539,04652,SUB-DISTRICT,Chandam Pet,Rural,23,0,0,12009,51408,26787,24621,682.8758720638743,75.28161720610834,census
28,539,04652,SUB-DISTRICT,Chandam Pet,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04653,SUB-DISTRICT,Devarakonda,Total,26,1,2,22355,99384,50964,48420,356.1584535821437,279.04433827253877,census
28,539,04653,SUB-DISTRICT,Devarakonda,Rural,26,1,0,13874,59970,30522,29448,321.2584535821437,186.6721305892922,census
28,539,04653,SUB-DISTRICT,Devarakonda,Urban,0,0,2,8481,39414,20442,18972,34.9,1129.3409742120343,census
28,539,04654,SUB-DISTRICT,Nampalle,Total,28,1,0,9916,41247,20763,20484,269.69467394495695,152.93961648059192,census
28,539,04654,SUB-DISTRICT,Nampalle,Rural,28,1,0,9916,41247,20763,20484,269.69467394495695,152.93961648059192,census
28,539,04654,SUB-DISTRICT,Nampalle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04655,SUB-DISTRICT,Chandur,Total,16,0,1,12094,48866,24774,24092,189.86694060046617,257.36971294453997,census
28,539,04655,SUB-DISTRICT,Chandur,Rural,16,0,0,9488,37986,19373,18613,178.84694060046616,212.39390437691944,census
28,539,04655,SUB-DISTRICT,Chandur,Urban,0,0,1,2606,10880,5401,5479,11.02,987.2958257713249,census
28,539,04656,SUB-DISTRICT,Kangal,Total,26,0,0,11008,44029,22513,21516,223.48889031562743,197.00755566784107,census
28,539,04656,SUB-DISTRICT,Kangal,Rural,26,0,0,11008,44029,22513,21516,223.48889031562743,197.00755566784107,census
28,539,04656,SUB-DISTRICT,Kangal,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04657,SUB-DISTRICT,Gurrampode,Total,27,0,0,10521,43280,21824,21456,302.9776305832467,142.84882985151046,census
28,539,04657,SUB-DISTRICT,Gurrampode,Rural,27,0,0,10521,43280,21824,21456,302.9776305832467,142.84882985151046,census
28,539,04657,SUB-DISTRICT,Gurrampode,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04658,SUB-DISTRICT,Pedda Adiserla Palle,Total,22,1,0,11931,50338,25771,24567,309.10005100189505,162.85341861587523,census
28,539,04658,SUB-DISTRICT,Pedda Adiserla Palle,Rural,22,1,0,11931,50338,25771,24567,309.10005100189505,162.85341861587523,census
28,539,04658,SUB-DISTRICT,Pedda Adiserla Palle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04659,SUB-DISTRICT,Peddavoora,Total,23,2,1,17048,67959,34322,33637,403.8229346937686,168.28910436088879,census
28,539,04659,SUB-DISTRICT,Peddavoora,Rural,23,2,0,12794,52072,26570,25502,399.67293469376864,130.28653050999768,census
28,539,04659,SUB-DISTRICT,Peddavoora,Urban,0,0,1,4254,15887,7752,8135,4.15,3828.192771084337,census
28,539,04660,SUB-DISTRICT,Anumula,Total,25,2,0,16395,63740,32086,31654,328.8130120478451,193.84877624832342,census
28,539,04660,SUB-DISTRICT,Anumula,Rural,25,2,0,16395,63740,32086,31654,328.8130120478451,193.84877624832342,census
28,539,04660,SUB-DISTRICT,Anumula,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04661,SUB-DISTRICT,Nidamanur,Total,19,0,0,14017,53816,27233,26583,246.85886758479697,218.00310649774005,census
28,539,04661,SUB-DISTRICT,Nidamanur,Rural,19,0,0,14017,53816,27233,26583,246.85886758479697,218.00310649774005,census
28,539,04661,SUB-DISTRICT,Nidamanur,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04662,SUB-DISTRICT,Thripuraram,Total,19,1,0,12092,46627,23385,23242,174.9923352880453,266.45167014458,census
28,539,04662,SUB-DISTRICT,Thripuraram,Rural,19,1,0,12092,46627,23385,23242,174.9923352880453,266.45167014458,census
28,539,04662,SUB-DISTRICT,Thripuraram,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04663,SUB-DISTRICT,Dameracherla,Total,17,1,0,16867,66946,33912,33034,349.5326798069286,191.53001669823539,census
28,539,04663,SUB-DISTRICT,Dameracherla,Rural,17,1,0,16867,66946,33912,33034,349.5326798069286,191.53001669823539,census
28,539,04663,SUB-DISTRICT,Dameracherla,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04664,SUB-DISTRICT,Miryalaguda,Total,23,0,1,45375,175838,88440,87398,240.13036863477234,732.2605674563463,census
28,539,04664,SUB-DISTRICT,Miryalaguda,Rural,23,0,0,18575,70920,35875,35045,219.13036863477234,323.64295483937855,census
28,539,04664,SUB-DISTRICT,Miryalaguda,Urban,0,0,1,26800,104918,52565,52353,21,4996.0952380952385,census
28,539,04665,SUB-DISTRICT,Neredcherla,Total,27,0,0,18173,66499,33388,33111,277.5634223353674,239.58127998455157,census
28,539,04665,SUB-DISTRICT,Neredcherla,Rural,27,0,0,18173,66499,33388,33111,277.5634223353674,239.58127998455157,census
28,539,04665,SUB-DISTRICT,Neredcherla,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04666,SUB-DISTRICT,Garide Palle,Total,11,0,0,15463,56179,28135,28044,197.3966959140052,284.5994951428877,census
28,539,04666,SUB-DISTRICT,Garide Palle,Rural,11,0,0,15463,56179,28135,28044,197.3966959140052,284.5994951428877,census
28,539,04666,SUB-DISTRICT,Garide Palle,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04667,SUB-DISTRICT,Chilkur,Total,4,0,0,10682,39225,19754,19471,114.16875928331878,343.5703448669357,census
28,539,04667,SUB-DISTRICT,Chilkur,Rural,4,0,0,10682,39225,19754,19471,114.16875928331878,343.5703448669357,census
28,539,04667,SUB-DISTRICT,Chilkur,Urban,0,0,0,0,0,0,0,0,0,census
28,539,04668,SUB-DISTRICT,Kodad,Total,16,0,1,34366,133130,66604,66526,302.5564573665276,440.0170505656127,census
28,539,04668,SUB-DISTRICT,Kodad,Rural,16,0,0,18487,68896,34594,34302,270.6564573665276,254.55147337090818,census
